client_id,category,owner_client_id,root_subscription_id,type,delta,delta_dts,owner_email,owner,product,delta_dts_adj
f19bcfde08dbbde7f003ca16085aad7a,category4,57b2defe22a1fc76f626172176e5fbf4,bc22a1ecba84be42f4d6d825b56fea55,new,8.21,21-12-2022,person6@company.com,person6,Product4-2,21-12-2022
f19bcfde08dbbde7f003ca16085aad7a,category4,f718bbaee6f2b297e4eb17ae9b18d5ee,5b6a7e63437bc97d343b1871ed8af48a,new,1.4,23-12-2022,person20@company.com,person20,Product4-2,23-12-2022
f19bcfde08dbbde7f003ca16085aad7a,category4,d2494f249bcc69bc3a84e31fec4c90fc,e3ec2c65b770f439216b7a8bd9a98b6d,new,6.04,29-12-2022,person29@company.com,person29,Product4-2,29-12-2022
f19bcfde08dbbde7f003ca16085aad7a,category4,8db53bb0b70c8fa1e670fbdcc19aeb1d,0ba725201644863d2a542ab4f187e755,new,8.66,06-01-2023,person9@company.com,person9,Product4-2,06-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,a3d636a027e0b9d40b48dc6378a0205e,6b9f0f06d173384eba7e62dff7f18a96,new,6.5,09-01-2023,person19@company.com,person19,Product4-2,09-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,e3842dc113324b349cd7cbbeee32e519,aae587918dd244227979ee4c1c9bdb78,new,4.76,10-01-2023,person16@company.com,person16,Product4-2,10-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,5877b2b74c29c42477d21657763caa8d,1b572631662183c65b15bfcd90e984fd,new,2.91,11-01-2023,person1@company.com,person1,Product4-2,11-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,5427c3f972da51afbbc0928ad3138307,d8ca2c28ed67e55b1b473cfecb56e81d,new,3.78,12-01-2023,person5@company.com,person5,Product4-2,12-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,95816fd6e685e6e72feb1cce0c9f5008,65ce284800317eadee5132c4d365f040,new,0.08,12-01-2023,person16@company.com,person16,Product4-2,12-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,f26a35d29061624b8869dfe39568d841,28be433741c8a5da51b3aa019c953966,new,5.51,17-01-2023,person22@company.com,person22,Product4-2,17-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,546b94a9ab848c5fedbb019427c4a165,a899f845fa8f416966d5aa3ec0763b35,new,9.21,18-01-2023,person17@company.com,person17,Product4-2,18-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,25626d2f099ef9a6ed7f0b61003b9e9d,8620067a370107d857561236b77fa38a,new,4.81,18-01-2023,person14@company.com,person14,Product4-2,18-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,7bdd250d4c49fcde62e260940de5771e,559b2fc25615befa5667a8e7543446bc,new,8.41,18-01-2023,person22@company.com,person22,Product4-2,18-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,8a323225c9a389c8572948f91221d58b,0575c0ea9b75d82f2dfa6e9d027adfe9,new,7.61,20-01-2023,person14@company.com,person14,Product4-2,20-01-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,a8682f193617fec4f81c43f7c5469d24,7c241dd4f1d496b39246d6f9231e01de,new,5.6,02-02-2023,person4@company.com,person4,Product4-2,02-02-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,58ca9c70d097d72ab98daa1c837dd7e2,e94bb9022d5aaa127a5d96eed9a11c55,new,1.32,08-02-2023,person20@company.com,person20,Product4-2,08-02-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,a3ff3dee1c58ec7a2e431c3f80dec398,bbfc710c8a03d77323758a5d9b84d806,new,2.38,12-02-2023,person30@company.com,person30,Product4-2,12-02-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,d5c73436edd63d63ed04fb67f6784bd9,626ef33e32d86f3b7489a800927700bd,new,9.55,14-02-2023,person12@company.com,person12,Product4-2,14-02-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,53364517d9da674fae4e719bb25228cb,df45dcf6ebecc125750415af0efeaaed,new,8.51,21-02-2023,person27@company.com,person27,Product4-2,21-02-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,53364517d9da674fae4e719bb25228cb,c4b6226a998bd9832b9e2326246c0198,new,2.02,21-02-2023,person17@company.com,person17,Product4-2,21-02-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,c65b574dfece25721dd2bfe45f7391bb,0cb85e127e026d367c3df8702bb02984,new,4.29,21-02-2023,person10@company.com,person10,Product4-2,21-02-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,33a3af12cb88d3647a41f9b3ebdbea26,b3b153274e329415d8e16d81a814bf48,new,8.64,22-02-2023,person4@company.com,person4,Product4-2,22-02-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,33ea82d1cc1f463d31a8ac7280faa516,ef9ce41157418b5eca65d29857403252,new,2.23,03-03-2023,person13@company.com,person13,Product4-2,03-03-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,c45cd637da6ca586193990dbcc0fb9b5,8604493218d50512f6b1625c65d1b2b4,new,7.09,06-03-2023,person26@company.com,person26,Product4-2,06-03-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,914c662c668a07a47f6be0df2c1f86b6,dbe20b2a2022111d5fc6f5720fc0f277,new,9,07-03-2023,person2@company.com,person2,Product4-2,07-03-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,e5afeca8e461a8090c69a772bd9ae91c,0bc2b674525f7aea5b50b69de40809cb,new,7.39,10-03-2023,person8@company.com,person8,Product4-2,10-03-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,1bab0fd7db505cde6630a953ebf44f1a,fb75a05ffa5a05ecb82f516112fcba8c,new,1.12,12-03-2023,person23@company.com,person23,Product4-2,12-03-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,25626d2f099ef9a6ed7f0b61003b9e9d,d85fd6437c48f92cbd9f88629ff8dd5d,new,8.72,15-03-2023,person10@company.com,person10,Product4-2,15-03-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,c469d2c14d2c8b82067e065552a28773,1664a5ace8d66172162cd5e9244fb956,new,5.09,20-03-2023,person14@company.com,person14,Product4-2,20-03-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,9a6d783ca26aaf10025cd05d2032afb5,78d508cd2b6395e824939ac424644802,new,0.65,30-03-2023,person24@company.com,person24,Product4-2,30-03-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,dd15228d9298f9716126c27038da54b5,f6948788600eb9af9dba7cdddf3a2377,new,4.9,04-04-2023,person9@company.com,person9,Product4-2,04-04-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,bac340e705641849d3839526de080a73,d17621054df0831e60460f93d4a037e7,new,6.94,05-04-2023,person2@company.com,person2,Product4-2,05-04-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,d035b330cc22b1d3e3dc4246d5f51566,5be43aeb614a1d72a4f2332440b799e6,new,5.53,06-04-2023,person24@company.com,person24,Product4-2,06-04-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,a1f1c77e3380cebc6a6f998e815ce676,b78af81186c7299b7dd8e3622e882edb,new,6.83,11-04-2023,person23@company.com,person23,Product4-2,11-04-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,1903d929e0c5669da1cf59535dea0fb6,fb67afb1b45dc8c74b83e90c3799bf22,new,7.53,11-04-2023,person8@company.com,person8,Product4-2,11-04-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,ceae33781c48bf675df34511cbbbdfa2,fa15a5dc69ec6eb1f37bc994c45ec6ae,new,2.75,14-04-2023,person29@company.com,person29,Product4-2,14-04-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,f0779651e05e1a0926e39a364304a552,a682ca7ef323e1fb01373cf6e497e4a4,new,8.8,18-04-2023,person17@company.com,person17,Product4-2,18-04-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,75166baa2ae3eab1150e19bc4279b79c,b23eb2b7f543f67e48f5094f396c7aa4,new,7.52,25-04-2023,person3@company.com,person3,Product4-2,25-04-2023
f19bcfde08dbbde7f003ca16085aad7a,category4,13125a82aa5279183b94cde6b85a6f89,4d5bc75915b94e3571bb1338fac6df9a,new,8.25,26-04-2023,person10@company.com,person10,Product4-2,26-04-2023
f19bcfde08dbbde7f003ca16085aad7a,category3,cafa75c6c8780edb12fe39fb48260fb4,7adc5ea8a40748a24220879d79325d74,new,5.61,11-09-2020,person10@company.com,person10,Product3-2,11-09-2020
f19bcfde08dbbde7f003ca16085aad7a,category3,39f4f796c0ef21cb544a787da67db093,0f5128a5b0894f2f0e868061d437b5b8,new,3.62,03-11-2020,person10@company.com,person10,Product3-2,03-11-2020
f19bcfde08dbbde7f003ca16085aad7a,category3,01738e8875d38e6e2265fb3d597f8698,c7d786b2cdac821bdd05b7827896ff15,new,2.67,11-05-2021,person25@company.com,person25,Product3-2,11-05-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,9e0a7425b885eda834873969b9010462,341ae425714ea1e559b8ac1c5540fcea,new,0.77,14-05-2021,person2@company.com,person2,Product3-2,14-05-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,5c175a3b9b4167fd2b416ddebaf79582,91cb1e8e829b23cfaccc62085d576152,new,3.03,25-05-2021,person10@company.com,person10,Product3-2,25-05-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,d754bd300c5bd4fb5cb7c372ca5ed344,fd38eb963710047d5ef7a6cd7730765c,new,4.65,31-05-2021,person1@company.com,person1,Product3-2,31-05-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,01738e8875d38e6e2265fb3d597f8698,30650bb75043eec944d14fa342627bcb,new,1.79,08-06-2021,person13@company.com,person13,Product3-2,08-06-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,d761adaf4eb6bc46a1340e37b2755120,0d69f8beb7313e9205aa858d4c0516f0,new,4.61,11-06-2021,person24@company.com,person24,Product3-2,11-06-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,67837fe21dbf6747d2441a9ca3ca25e8,560cbc0c35696b795eeb1bcbd819ba65,new,9.52,17-06-2021,person16@company.com,person16,Product3-2,17-06-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,2b343d21981a772263a8c1eb5036d5b1,ea03e20a085af35593a6143d28664520,new,7.2,06-08-2021,person4@company.com,person4,Product3-2,06-08-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,59cfcfd88bf287b08c9acdeb1fa1b93d,0b045b5b54ee16dfb476edda01163fc1,new,6.86,09-09-2021,person20@company.com,person20,Product3-2,09-09-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,d00197131ab27c129bc4950a03e2dfd7,3b63a90c9f170578567136106080d6e4,new,0.56,11-10-2021,person16@company.com,person16,Product3-2,11-10-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,2af9c38c120f218384857359212484b3,a51fb7050f57790fff7302055cab32b1,new,0.61,02-11-2021,person28@company.com,person28,Product3-2,02-11-2021
f19bcfde08dbbde7f003ca16085aad7a,category3,58c1eebd0708ed6d0ea9893ea7e13b82,bc680e0df9f07860a209655fe2e85028,new,3.46,01-02-2022,person1@company.com,person1,Product3-2,01-02-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,8e18901d285c6810a291b44e16c79e01,39d8dd59740fcbcffd8b16e207181a4c,new,8.74,22-04-2022,person15@company.com,person15,Product3-2,22-04-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,63bccae430387246f563a4cf00b26e5a,0e09a1862db2b4691940cd5ec5f3ee27,new,1.62,19-08-2022,person29@company.com,person29,Product3-2,19-08-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,076b022253ec3b9e411ef1a36b2909ec,5ffa2b45203af47f8cf15cd768f6683f,new,2.47,22-08-2022,person16@company.com,person16,Product3-2,22-08-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,de57541289605b1d580dcd8637a5ae4b,35ac4c275c7ff7eb594c512eb33abbe5,new,5.56,23-08-2022,person14@company.com,person14,Product3-2,23-08-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,2744b1555eee8f0c2676070202b75705,5130464dfdf7d5c67ee054572cadd1b2,new,5.65,26-08-2022,person18@company.com,person18,Product3-2,26-08-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,1c37ffeeec9068d09da3a1ef6d2c4dc0,a5c1feab6560f7a21ec661662ec8d6eb,new,9.2,31-08-2022,person8@company.com,person8,Product3-2,31-08-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,be56e295b8fd32b294484073d7fa7ad3,03f712cb8fc247f261cb3eb59d7fc21a,new,0.36,01-09-2022,person28@company.com,person28,Product3-2,01-09-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,84abb970fd471e52b8c1441924deb6b1,aa295b8fe219b364e6d085d2c03c3235,new,5.44,06-09-2022,person2@company.com,person2,Product3-2,06-09-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,53364517d9da674fae4e719bb25228cb,b79cd60b5c26124f675b6a0fd5254f59,new,9.58,09-09-2022,person5@company.com,person5,Product3-2,09-09-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,7b1c1f0caf09d07df371c1da859fdb28,9293a25fb1772da6289c994a5005aaaa,new,0.99,15-09-2022,person26@company.com,person26,Product3-2,15-09-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,86b83a108bb7e45290c647bfc56fc21e,839b93b7e06ae15ef8ff173ccd18f647,new,8.67,20-09-2022,person15@company.com,person15,Product3-2,20-09-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,53364517d9da674fae4e719bb25228cb,c7b6749ef9ffb83d7aca439b6594b4f9,new,1.54,21-09-2022,person10@company.com,person10,Product3-2,21-09-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,bd1768fa19d21126a6ba3309e432a64a,c88db74ee4d8ec0d114397fee8ce9ba8,new,1.48,22-09-2022,person20@company.com,person20,Product3-2,22-09-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,583570b67cab0923addd7e57cf96f2ea,f9f26f38ef633f4a22ceb399921e1309,new,9.11,25-09-2022,person9@company.com,person9,Product3-2,25-09-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,4dbf7c64ac77163ee91778991c173d66,6efd31e3652e99748eb95f9012f84d37,new,7.82,05-10-2022,person11@company.com,person11,Product3-2,05-10-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,144366bca2a7f3a09358ff2275fa2819,3f8ce11a4dcd28bcc4e56f49eccd0beb,new,9.19,07-10-2022,person24@company.com,person24,Product3-2,07-10-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,e68bf8764b8d7ac0e5f80282593d03f6,687c3b406a5ec9886b713da0ac9b9da6,new,5.38,07-10-2022,person7@company.com,person7,Product3-2,07-10-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,8fc7f036283cfba18a5f40511514b872,cbd51681e40b3115f0b2953b195f71a8,new,7.43,18-10-2022,person18@company.com,person18,Product3-2,18-10-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,30acd86c140acf749c2657d3d6d85646,4a490499e09d093a7f505c305e807a00,new,5.02,21-10-2022,person13@company.com,person13,Product3-2,21-10-2022
f19bcfde08dbbde7f003ca16085aad7a,category3,772708e8be03addc5989ed66178836bc,3affb297703c5c40dd11ae4ec8b4b479,new,0.82,27-10-2022,person12@company.com,person12,Product3-2,27-10-2022
